X_1,X_2,Y
2.018,-10.348,-18.67
7.533,1.028,12.457
-14.137,6.463,1.996
-13.719,-1.98,-13.801
1.959,-9.589,-15.55
3.616,1.883,9.888
-14.63,-3.437,-19.217
14.014,0.491,20.467
-3.773,-6.619,-16.203
-8.163,-17.469,-39.511
18.509,19.275,59.716
-1.839,-1.198,1.816
-3.839,1.956,2.56
18.976,-7.019,7.695
-15.478,-6.575,-24.49
3.954,6.732,19.517
-0.505,-6.998,-10.471
16.561,2.774,25.662
4.474,2.082,11.778
-0.915,5.556,12.077
-2.823,-7.627,-16.557
-9.766,21.541,35.45
10.423,22.008,59.319
-4.563,3.919,5.31
-8.399,10.134,15.521
3.922,6.324,19.658
-2.534,-8.792,-17.239
4.903,1.927,12.0
16.158,1.551,21.341
-12.089,-2.468,-14.406
-6.968,8.044,12.839
13.484,8.667,31.013
-6.144,1.207,-2.92
4.39,-15.628,-25.169
2.427,9.39,24.63
-1.126,-2.764,-3.791
-4.946,-4.433,-10.771
9.458,-12.006,-11.773
-6.563,-3.313,-9.963
-12.151,7.491,5.611
-11.843,11.321,12.275
-15.916,-9.793,-35.354
17.829,-2.331,18.506
-7.773,8.031,7.519
-2.84,5.913,13.944
4.801,17.652,44.965
-3.989,0.379,0.394
25.725,7.833,43.375
-9.9,11.01,15.676
1.436,0.43,4.732
0.244,10.256,25.202
13.57,12.041,39.627
11.757,-25.308,-36.228
5.487,1.965,12.544
14.124,-11.239,-5.961
-8.566,-18.161,-41.226
-12.154,0.268,-9.19
24.572,16.772,61.735
-15.167,11.767,10.417
-0.2,20.295,47.607
-12.626,-1.917,-14.38
-9.503,-1.58,-11.683
-8.95,7.665,9.467
-3.779,-0.989,-4.045
12.1,23.881,62.297
-0.12,2.439,6.382
-8.752,-12.014,-29.631
-18.48,-0.967,-18.052
19.316,9.007,40.468
24.769,-8.541,10.717
-0.302,10.9,19.976
8.655,-12.728,-13.872
1.023,-17.059,-29.18
-2.103,3.153,7.256
4.02,-0.102,5.819
18.033,-1.135,19.507
-18.169,1.99,-11.251
-18.466,4.324,-6.895
15.856,-1.874,15.036
13.195,-22.443,-28.888
-2.029,-10.154,-20.975
14.899,5.677,29.348
-10.292,-16.112,-38.655
14.183,-5.665,2.615
-23.395,-3.954,-26.705
-13.397,24.117,36.984
1.492,-2.194,-2.091
0.069,-16.697,-28.71
-15.826,8.795,5.034
-8.099,12.369,18.286
-15.697,20.941,32.028
6.948,13.915,37.429
12.694,-1.764,10.626
5.638,0.757,9.987
-7.076,-15.635,-33.522
4.303,-14.584,-21.204
-3.737,7.421,16.331
-5.39,11.904,21.586
-6.001,-10.2,-21.353
8.864,-14.596,-19.017
7.202,-5.935,-0.079
-8.036,-7.177,-18.908
15.908,-3.992,9.35
14.297,5.094,25.305
-0.168,3.501,10.125
7.404,-13.241,-16.458
15.464,-3.735,10.702
-9.283,8.217,10.902
-5.212,2.149,3.789
2.818,-12.821,-19.542
-9.608,-10.18,-27.941
-14.298,-1.668,-14.162
-5.095,-1.571,-6.878
6.858,3.42,14.501
13.488,14.793,44.82
5.755,9.473,27.337
5.6,9.572,25.818
2.71,14.456,33.77
12.189,-2.694,9.339
1.613,10.745,28.013
-13.629,4.255,-4.446
-0.039,1.609,7.356
9.439,-13.008,-13.303
3.907,-10.773,-12.872
4.866,7.471,21.154
-20.211,-1.263,-16.902
-5.644,1.635,-0.433
5.074,7.99,24.266
0.42,1.543,4.32
2.682,-7.095,-8.682
2.821,9.351,24.886
-6.006,-17.804,-38.892
6.636,-7.111,-6.386
22.328,2.171,31.272
-1.874,-0.42,3.063
-0.942,-4.884,-8.018
14.594,-14.166,-9.992
2.29,-0.232,3.206
18.753,-15.855,-10.055
-5.971,1.976,0.23
-1.399,-9.929,-18.206
9.873,19.29,52.864
9.316,-3.027,8.39
-2.29,-16.73,-32.802
-5.139,7.781,15.363
9.913,7.172,27.136
-0.928,16.801,34.319
11.376,-1.324,7.906
2.384,-10.3,-15.6
-9.995,7.617,6.755
-5.85,4.673,7.742
4.894,-3.149,1.808
-8.599,-10.783,-28.023
-16.329,1.088,-9.825
-18.276,-18.897,-53.138
9.382,4.519,20.406
4.754,-7.418,-5.866
-4.217,1.76,2.305
-5.77,3.131,2.993
1.134,6.943,18.406
-9.354,-0.167,-7.528
19.656,-1.194,19.343
1.665,-9.805,-13.772
2.331,20.461,48.193
3.477,-4.015,-1.488
20.867,7.537,38.552
2.864,-2.277,3.207
-3.868,15.898,33.587
-11.854,-1.43,-13.015
7.61,0.529,13.102
-0.007,-6.038,-9.222
15.21,8.603,37.377
7.576,-11.143,-9.873
7.636,-9.615,-8.743
0.69,-5.401,-8.419
18.053,-13.948,-4.498
1.305,-0.301,1.429
-19.534,-9.714,-34.268
-4.441,6.851,12.678
-9.136,-20.141,-45.009
10.136,-1.927,9.486
15.676,13.456,45.621
15.778,-6.816,6.581
-1.939,18.078,35.842
2.985,7.784,21.313
1.558,-5.808,-8.534
5.797,5.745,19.797
5.021,14.087,33.789
-5.058,-20.207,-43.099
-5.146,1.986,0.078
3.638,-9.408,-11.965
-15.655,-6.693,-29.059
-18.596,11.047,4.871
-0.044,11.559,24.529
29.365,-13.836,6.185
11.871,0.664,14.0
7.452,-13.322,-17.811
-6.677,0.273,-0.483
-0.161,2.31,8.625
-15.335,-8.335,-27.95
13.053,-12.926,-9.818
13.161,-18.958,-24.416
-2.669,-1.384,-1.898
10.512,-2.624,5.748
-3.231,-13.198,-27.186
7.22,10.909,32.21
2.638,-13.162,-21.018
0.184,-1.652,0.859
-3.723,-6.877,-14.112
9.088,12.397,37.623
-8.009,9.624,13.383
7.515,-10.768,-8.514
25.721,6.192,42.481
1.369,-8.469,-14.21
19.533,-7.235,9.435
-1.875,1.765,5.182
4.396,5.118,19.264
10.871,-16.729,-19.552
1.28,-6.438,-7.664
4.409,2.121,12.651
7.333,11.091,30.65
-20.053,21.938,27.673
5.929,-19.361,-28.767
6.121,-9.046,-10.412
5.244,-6.382,-6.984
-17.636,-5.109,-25.525
1.173,12.326,27.384
0.111,3.774,10.316
12.866,-4.055,7.53
-1.461,25.848,54.109
17.444,-16.663,-11.285
1.921,-8.951,-11.347
8.238,-18.802,-27.608
-11.564,2.793,-3.956
20.478,-0.515,21.954
6.892,-0.893,10.252
-3.857,-4.098,-8.499
-7.836,5.881,4.158
10.132,17.255,47.189
-2.525,3.791,6.497
1.915,-1.318,0.796
6.508,1.12,10.977
5.456,15.072,40.798
-8.537,-7.854,-19.669
-2.998,-0.264,-3.037
-16.471,-3.053,-16.803
-0.873,23.443,49.456
7.96,3.179,16.99
10.592,10.408,33.821
2.269,3.902,15.077
15.442,1.231,18.89
3.13,2.935,10.883
7.595,-0.618,11.224
-8.286,-11.351,-28.976
-0.551,2.738,10.429
-2.379,-2.356,-4.952
-17.845,1.205,-11.272
13.305,3.378,25.127
-1.925,3.832,7.534
-10.296,-13.098,-31.434
-18.252,2.154,-13.365
-7.759,-14.401,-31.786
-15.981,-7.51,-26.757
18.932,-5.658,10.52
6.485,-4.822,-0.636
-34.302,4.85,-22.01
1.36,-0.894,3.115
-16.562,6.242,-0.75
-11.059,-4.114,-19.068
12.541,-12.678,-9.002
-5.519,5.274,8.189
-5.591,5.72,8.147
2.973,4.179,12.122
2.206,4.081,12.543
-3.839,-16.598,-35.039
-4.393,-13.196,-26.388
3.62,-3.199,1.999
16.969,-3.269,15.372
-7.302,-9.33,-19.249
4.348,10.672,29.442
8.034,-18.743,-26.71
6.54,0.546,10.26
-5.578,10.362,19.771
-8.009,-15.591,-33.863
0.996,10.157,23.121
-5.957,-1.767,-7.306
-0.23,3.422,9.518
1.245,8.695,20.897
0.84,1.542,6.197
-6.939,-9.691,-22.422
7.448,2.42,16.606
-13.04,-2.301,-13.624
-2.196,8.508,16.902
-1.407,12.933,26.621
2.052,9.248,24.804
2.052,-1.905,0.113
6.826,-1.937,5.368
18.113,-9.362,2.647
2.504,-1.668,0.119
3.909,-2.026,3.416
3.067,-3.412,-1.712
-13.324,-17.052,-45.787
-0.893,-25.916,-48.892
-3.851,10.291,19.262
-13.133,10.723,10.833
6.122,-11.992,-13.894
-9.762,11.323,16.407
3.541,-10.288,-14.522
-8.544,11.705,16.866
14.424,3.146,23.604
17.431,11.699,43.03
-3.235,-6.437,-15.775
-6.227,-2.02,-9.542
-9.186,5.559,4.503
9.868,3.406,19.201
-0.658,-7.392,-13.108
-16.098,3.74,-7.158
-5.591,5.13,6.654
-16.606,-7.513,-31.228
14.213,7.935,33.215
-17.076,-17.017,-47.613
3.471,3.78,14.909
-7.722,4.826,5.514
18.269,5.389,34.438
-13.161,-0.161,-11.613
-18.075,9.855,7.212
7.885,-8.186,-5.585
-8.244,-14.914,-32.514
-9.176,-3.697,-14.787
-6.203,-3.913,-12.214
11.319,-10.005,-6.293
16.402,-5.25,10.372
9.514,4.418,19.473
-2.68,2.461,2.873
-1.539,1.736,5.422
19.537,6.347,34.092
-11.591,2.871,-3.093
-3.764,7.392,15.988
-1.537,-14.838,-27.573
1.017,-19.156,-36.204
-2.729,-20.376,-42.098
5.015,1.818,12.946
4.262,-6.779,-7.592
-1.971,1.902,4.644
-2.728,-14.926,-29.512
17.016,-11.191,-6.803
10.069,-13.017,-11.605
-4.583,24.47,46.804
1.934,-17.25,-30.202
-8.119,-4.249,-14.508
-20.676,-32.014,-81.244
-14.637,12.512,15.175
-12.064,-7.031,-24.682
-5.868,9.087,12.596
13.616,7.616,32.123
-9.292,-17.931,-42.728
-8.548,-0.364,-7.314
-6.01,21.265,39.369
3.664,2.858,13.16
39.412,10.807,66.413
11.838,16.71,49.091
-7.095,1.218,-1.459
-13.794,1.701,-4.692
-1.216,-7.339,-10.447
-2.369,2.849,3.091
-2.771,-5.386,-8.548
0.805,-8.035,-11.759
5.602,-3.827,-0.101
-8.457,-14.502,-35.612
-14.118,-1.167,-13.502
-7.11,3.143,1.976
15.799,16.917,55.496
-1.805,-2.999,-4.304
2.417,12.182,28.749
-0.826,5.857,14.468
7.012,1.335,12.964
-2.223,1.514,2.302
0.64,-8.795,-14.822
6.348,4.095,17.955
5.031,-2.634,2.595
-2.712,-10.075,-21.843
-1.837,-23.981,-46.063
7.394,-2.402,5.581
-16.8,-11.412,-37.864
9.977,4.574,23.182
15.523,6.51,33.048
-1.676,18.667,39.058
-6.406,5.581,5.233
4.589,3.993,16.376
14.738,-5.765,4.629
-0.234,14.912,31.291
19.373,7.678,35.608
14.855,-3.802,10.037
0.053,6.209,13.774
-16.396,13.279,13.23
-7.665,-0.403,-4.25
3.714,-7.276,-8.391
-8.438,-13.637,-32.895
2.147,2.322,10.239
4.183,1.551,11.373
19.125,0.729,23.261
-8.384,12.718,19.677
-0.434,13.069,27.244
-3.061,16.907,34.645
8.292,-4.051,4.042
-1.633,-0.549,0.256
23.527,-4.71,18.323
1.735,13.298,32.269
-9.855,-9.262,-24.314
8.091,8.338,24.873
-6.251,5.969,9.145
6.63,-17.363,-23.322
-2.2,-0.34,0.323
15.068,-23.923,-28.576
2.546,18.238,41.837
1.202,-1.954,2.182
-2.459,1.877,2.587
-21.216,8.689,-1.295
11.039,-2.918,8.175
-3.373,-7.792,-15.515
13.158,-18.284,-21.046
10.999,-5.076,3.381
-7.119,3.225,3.022
-2.357,-8.895,-18.66
-15.47,1.706,-8.592
-3.727,4.784,7.653
3.449,4.738,15.392
-13.475,9.786,8.389
8.003,-26.176,-41.821
7.625,-13.309,-15.561
3.908,18.762,45.076
-2.45,4.581,9.407
13.405,-1.697,14.436
18.549,-3.964,15.49
-2.526,-1.555,-2.951
-8.628,-1.132,-7.378
-3.401,20.354,40.567
-3.877,-1.4,-3.625
-3.456,-4.632,-8.566
7.134,10.62,30.352
10.001,-1.421,9.422
11.58,8.208,32.484
0.927,-5.209,-5.455
-13.402,-2.463,-16.909
29.262,0.585,35.885
-0.206,0.748,3.511
6.331,-0.748,6.695
-2.832,-21.201,-39.083
3.612,-12.097,-19.092
-11.177,-4.213,-15.879
5.637,-2.519,1.905
2.578,-0.722,3.265
-12.131,-0.931,-12.87
4.052,1.7,11.328
5.82,3.954,14.674
7.63,-1.414,6.834
6.03,1.801,14.2
-3.206,11.458,21.548
7.471,-0.367,10.148
23.943,-6.643,15.069
14.776,18.402,54.35
-13.332,19.734,29.381
3.365,-12.329,-18.219
-24.681,11.777,0.537
9.873,5.903,22.973
-10.523,19.038,31.013
2.498,-9.575,-12.513
-5.955,-8.21,-18.275
-14.343,-5.515,-22.543
-6.071,-3.691,-11.328
-7.516,1.709,-2.86
-10.606,6.956,5.624
14.165,-0.824,14.096
7.994,25.69,63.167
-2.695,-0.044,0.264
-10.394,-19.821,-46.261
-13.469,5.027,0.041
1.458,-9.314,-11.809
7.547,11.906,33.301
19.694,-27.061,-32.117
12.575,-0.513,15.811
-6.044,15.738,26.721
-0.983,-1.715,-2.886
-14.856,1.1,-12.337
12.853,-6.791,1.472
-2.396,-8.789,-18.62
1.708,-2.895,0.547
-15.528,9.47,7.759
4.493,14.343,35.436
-15.08,-1.969,-14.694
6.384,-11.533,-15.354
0.709,-22.369,-41.133
-7.078,-18.709,-39.843
10.282,-11.31,-10.213
2.994,1.949,10.429
0.99,-4.174,-3.461
-7.333,-23.513,-51.851
-0.805,10.568,23.322
-6.716,10.326,15.692
-14.894,-16.523,-45.379
-1.244,-18.14,-32.6
-10.44,7.548,8.449
-16.653,17.818,21.585
-0.825,21.551,44.624
12.732,5.27,26.374
9.874,-1.813,8.454
6.343,-4.496,-0.839
17.899,-1.585,15.964
-25.16,4.4,-13.799
-2.364,-3.428,-3.648
-0.755,-3.506,-6.682
4.077,1.637,9.005
11.687,5.487,23.078
9.958,-18.306,-26.056
16.177,4.318,28.959
13.846,-1.921,12.334
-5.683,-14.981,-30.104
3.051,-2.61,1.409
-1.858,-12.858,-24.506
-8.209,-13.905,-33.939
-3.636,-0.957,-2.825
-4.971,-4.101,-12.25
-4.013,6.759,11.949
19.548,1.775,23.983
-6.097,-2.786,-10.002
-1.239,23.191,48.03
-6.817,16.204,27.351
-13.187,6.47,2.386
-14.839,3.117,-5.469
17.181,8.941,38.084
-6.019,-17.327,-38.359
8.705,14.924,41.156
7.103,-3.512,1.781
2.103,-13.3,-22.238
3.43,9.452,25.899
0.406,-12.736,-23.338
5.073,-9.468,-11.022
11.618,-13.377,-10.172
2.47,-13.655,-23.04
8.561,-11.0,-9.932
11.867,11.758,39.386
1.972,20.67,45.734
19.819,-11.631,1.004
14.165,-14.832,-11.364
1.974,9.23,21.848
1.278,4.334,12.559
-8.515,-5.242,-15.31
11.651,15.533,43.73
-19.971,9.791,4.087
-2.53,11.188,22.645
5.61,15.792,38.473
8.945,6.789,24.685
10.637,13.778,44.522
-2.944,2.431,4.078
22.275,-14.458,-3.863
-9.601,0.428,-4.164
3.625,8.226,22.808
-12.872,-7.802,-25.257
4.568,-3.327,-2.513
-3.216,-19.469,-39.814
11.981,1.621,18.984
-12.937,-7.971,-24.993
15.684,-3.709,10.328
-5.625,2.997,1.936
-2.319,-13.094,-27.267
10.232,-7.537,-1.792
-11.734,-13.051,-36.425
-2.434,-4.987,-11.316
0.159,21.053,43.185
0.43,11.373,26.009
-7.951,17.628,30.185
4.861,7.064,21.701
5.539,8.813,28.285
0.113,-9.21,-13.134
10.869,0.254,13.642
-0.687,-2.989,-1.653
7.319,11.319,34.591
6.358,-11.185,-13.185
0.039,0.1,5.511
2.753,3.539,9.625
3.004,18.731,43.621
3.595,-0.699,5.721
12.297,-2.089,10.408
-4.25,9.542,18.431
-5.97,15.929,29.37
19.928,-9.812,3.737
5.829,-7.368,-4.668
-13.814,7.723,3.908
5.594,-12.741,-18.602
-0.616,11.234,24.271
-23.205,7.093,-7.314
23.912,-7.116,12.614
6.865,3.877,16.865
3.937,-0.603,3.203
-13.087,10.917,13.228
6.582,-2.373,6.349
-14.608,-14.696,-40.285
23.658,12.262,51.504
6.942,10.5,28.891
-3.106,-9.663,-17.308
-3.624,-8.468,-18.03
9.284,-12.275,-12.961
-7.547,-10.553,-26.901
-3.262,-0.852,-4.379
4.042,-6.253,-7.616
7.577,-8.78,-8.072
26.046,-13.052,4.176
14.125,-2.418,14.602
-3.821,-2.588,-5.522
-3.245,-11.804,-21.612
16.63,0.616,21.307
6.807,-11.354,-14.649
-2.378,-18.593,-37.482
-9.174,-15.56,-36.569
-21.108,24.426,28.975
-1.953,5.395,12.77
-4.018,-1.683,-6.846
18.718,-1.245,17.369
-1.418,-14.19,-26.743
4.779,-17.713,-27.548
-2.232,-6.224,-12.944
12.336,-1.811,12.61
8.839,-5.013,1.861
13.323,5.947,26.659
-4.88,-10.185,-20.85
2.529,2.083,10.454
-4.617,10.675,21.615
1.527,-4.176,-4.219
-15.094,0.364,-12.203
8.943,16.486,44.368
1.633,-10.835,-16.494
8.952,5.01,24.397
16.4,2.321,23.667
1.195,-14.926,-24.49
2.635,-9.421,-13.124
8.875,-0.88,12.212
-8.207,3.28,5.393
-2.416,-0.492,0.676
-5.981,-0.55,-4.539
11.12,10.513,34.31
4.556,12.716,31.852
-1.483,-9.261,-18.474
-13.896,6.529,-1.243
13.103,-1.753,11.234
-11.114,-6.111,-19.619
2.411,11.337,29.465
-17.762,15.023,13.657
2.183,-0.685,1.71
-10.191,14.648,23.511
9.609,9.158,31.017
-5.342,-10.447,-23.669
-0.991,2.337,6.663
27.732,-7.837,15.855
-8.821,2.759,0.747
14.385,-15.203,-13.593
-11.606,-19.536,-47.269
-4.775,-4.916,-10.221
-7.447,0.776,-3.591
-20.892,-1.637,-18.45
-10.542,-15.258,-36.329
11.425,0.454,14.689
15.463,-9.563,-2.049
-9.584,24.588,43.976
-4.739,2.395,4.418
4.009,4.504,15.089
22.65,-7.579,9.758
-27.524,-3.442,-31.422
15.61,15.733,49.741
0.939,5.972,16.308
-4.556,-6.343,-12.746
1.881,-4.563,-3.035
-9.56,3.433,-0.457
-2.41,-13.366,-25.046
3.312,5.483,17.241
18.215,-4.862,11.188
8.988,-13.407,-15.498
6.253,-2.168,3.744
-3.998,-21.111,-44.799
-8.219,-6.445,-18.085
-5.896,4.304,6.5
-16.57,-17.94,-50.657
16.892,-0.775,16.013
-14.989,-15.842,-44.687
-16.545,1.818,-10.432
6.178,8.815,28.173
-13.367,14.823,18.861
-12.014,-6.257,-21.651
-15.015,10.62,10.024
-10.858,-4.344,-16.506
-2.001,-13.067,-22.401
6.042,-3.19,3.492
-18.016,1.189,-11.34
-2.232,-7.407,-11.688
-15.251,2.479,-8.04
10.982,0.474,14.063
-2.957,4.168,8.013
18.569,4.453,29.348
11.66,14.585,42.918
1.277,-11.136,-17.323
3.595,1.855,9.987
-4.937,-2.959,-7.674
5.071,-19.148,-29.174
14.222,-1.224,15.617
8.428,1.051,14.191
-11.752,2.225,-6.849
-1.106,0.356,0.61
7.978,12.83,38.705
-0.375,-4.293,-7.507
1.247,-2.096,0.768
-11.318,-9.34,-27.815
-23.866,-21.473,-61.792
2.648,-15.01,-21.712
11.684,-4.139,6.746
8.046,-1.069,11.188
17.18,1.914,26.29
5.957,-5.987,-1.346
-6.513,-16.756,-35.72
-5.298,-20.934,-42.376
16.219,9.596,39.729
24.214,4.472,39.673
9.556,3.622,21.081
6.472,-6.383,-6.252
-4.056,7.729,14.421
-4.251,-1.886,-6.111
-5.045,0.588,-3.542
-4.827,-2.027,-3.242
9.821,12.581,39.156
-4.403,-6.904,-17.827
17.828,4.51,30.779
0.007,11.927,27.17
10.478,13.39,40.312
14.049,-11.988,-8.468
-4.025,-4.999,-11.958
0.959,-13.688,-23.365
-3.214,-10.348,-21.243
-14.747,-1.811,-14.316
-1.881,9.887,21.218
-4.968,0.812,0.622
18.226,23.169,68.602
10.206,3.55,20.77
1.017,-2.638,-0.933
7.723,-0.058,10.101
3.7,-12.515,-16.695
-8.302,-12.627,-28.902
6.568,-8.823,-6.845
-6.252,-0.81,-4.976
-5.069,6.742,12.879
14.361,-8.964,0.038
20.142,9.83,44.596
1.484,9.199,24.65
11.789,-16.899,-17.405
0.648,-15.646,-27.268
-9.331,-11.721,-31.955
12.518,5.178,27.83
-3.111,-0.178,0.554
-2.542,11.488,24.703
17.232,9.453,37.739
8.397,0.65,13.067
-7.185,7.358,10.848
-1.098,-5.974,-8.786
1.558,1.995,8.753
17.43,-12.658,-5.917
7.987,16.353,45.359
-15.653,-16.739,-46.635
-13.937,4.051,-2.918
6.407,-0.237,10.314
-5.55,-12.097,-27.17
4.449,10.763,30.472
-11.736,-5.783,-20.071
-8.126,8.495,13.21
-21.333,-11.68,-44.245
-7.348,12.29,19.569
13.338,13.7,42.778
9.822,-2.338,9.104
14.741,-6.857,5.731
-4.282,-17.282,-35.128
6.939,-9.67,-9.293
-10.382,-10.856,-27.287
6.789,-2.296,7.184
15.731,0.629,21.335
4.139,-1.813,4.206
10.209,-3.779,6.739
7.085,-17.3,-24.255
4.291,16.944,40.853
7.519,-0.68,10.836
4.56,-8.205,-9.041
-1.004,-17.344,-32.156
-3.738,-0.406,0.082
15.67,0.26,19.126
14.194,-3.652,10.732
6.34,-9.781,-12.573
-14.612,-5.332,-19.395
-7.308,-1.32,-4.352
-1.8,-1.097,0.24
9.4,0.552,13.125
-5.232,2.17,3.061
-3.043,-6.409,-12.515
16.062,4.777,27.754
9.092,14.107,41.209
-6.97,-4.362,-11.529
3.327,16.362,37.952
-1.663,-20.208,-38.772
7.16,20.439,50.046
-1.39,-13.664,-25.631
5.099,1.501,11.005
1.717,2.302,10.382
2.843,-4.815,-2.13
-6.858,16.77,28.654
7.471,-14.479,-18.414
-7.095,5.644,6.309
8.463,-11.233,-10.725
-12.971,-15.044,-38.174
-6.135,-2.725,-7.041
3.689,7.602,22.658
5.177,-7.773,-4.75
-10.196,7.95,7.941
2.194,-0.542,3.495
-12.399,4.317,-2.132
-3.821,-0.894,-2.334
5.169,19.596,47.878
-4.028,0.624,-1.295
1.261,-3.937,-5.195
8.676,5.809,24.276
18.051,6.13,32.652
16.987,7.765,34.699
-6.923,0.019,-3.189
1.041,-10.513,-14.781
12.907,6.421,29.783
9.628,-5.044,-1.432
-0.947,16.971,36.562
-3.553,11.756,21.975
-9.68,-12.82,-34.061
12.867,-24.423,-30.14
-2.621,-0.06,1.651
0.401,-7.425,-12.435
-0.767,-9.625,-16.925
-13.594,11.128,12.091
-11.581,1.216,-5.643
-0.487,3.294,7.178
-6.888,0.731,0.085
-0.621,4.0,9.551
3.989,-3.064,-0.878
-6.495,2.344,0.769
3.567,-1.046,6.885
-19.277,4.87,-5.671
-13.195,21.168,32.504
-6.683,15.374,26.311
13.422,-14.133,-13.632
0.996,6.121,17.746
-12.47,0.872,-5.728
-7.203,-15.253,-34.693
-1.654,-1.682,-2.851
-18.111,3.16,-10.544
11.742,-6.753,1.125
-10.568,-3.484,-15.255
-5.637,-5.044,-12.347
0.77,-10.402,-18.31
9.618,0.739,11.975
-14.098,2.669,-6.662
5.384,-5.675,-0.821
0.819,-3.872,-6.679
15.255,2.039,19.604
-13.794,3.703,-2.095
6.814,3.572,15.286
-7.656,2.042,-1.424
9.486,-21.053,-28.559
0.583,-4.454,-4.646
8.804,-6.705,-2.692
19.398,-15.959,-11.038
-2.081,3.214,7.469
6.47,-2.35,3.097
-15.765,5.91,0.361
7.706,-9.715,-9.921
-0.88,-0.107,3.338
27.139,-4.416,19.758
-13.768,-9.022,-28.957
-10.323,-6.651,-20.956
-14.563,11.684,10.822
-10.687,-3.13,-15.416
10.743,-3.472,5.629
7.692,-1.04,8.285
2.217,-10.198,-15.439
-7.728,-2.733,-10.135
16.955,-3.581,14.592
1.268,-10.3,-13.949
-0.569,-5.144,-8.794
6.04,-10.518,-12.257
-4.103,-8.179,-16.834
6.169,1.452,13.841
-4.728,13.383,23.953
8.25,3.617,17.161
4.75,-12.71,-16.612
1.293,22.789,47.327
-7.884,-3.267,-10.791
-7.904,1.329,2.246
11.116,2.612,19.456
0.315,-10.811,-18.001
10.567,-14.431,-14.54
5.933,3.864,18.803
5.436,-14.497,-22.05
8.83,8.614,26.604
-5.763,12.839,23.967
6.718,-7.595,-3.476
3.92,-29.237,-53.953
0.193,10.175,22.619
-11.676,1.115,-5.685
1.2,13.131,29.618
10.878,-11.854,-7.202
3.518,13.258,34.114
0.722,-0.629,1.589
-25.23,-7.339,-38.165
-5.995,5.054,5.925
9.423,3.146,20.322
-3.466,-1.108,-0.546
2.369,-0.816,3.074
6.563,-0.284,10.637
-21.219,-9.074,-37.334
-4.273,-11.804,-24.96
-4.183,1.95,3.974
-1.07,-2.446,-1.985
0.291,-0.865,0.892
-13.06,-4.552,-20.839
-26.491,-9.335,-42.538
14.19,12.007,41.556
-15.803,-2.338,-17.59
-7.393,-6.498,-17.575
-1.403,-10.015,-19.426
4.095,-3.278,2.946
-2.184,5.036,11.732
-2.977,-5.232,-10.256
12.918,7.058,26.83
-1.439,-11.552,-21.822
6.88,-7.034,-5.917
13.277,6.629,29.179
-5.547,-9.753,-20.615
19.785,-0.995,22.675
-6.084,1.328,-1.254
15.343,-13.809,-10.28
-11.958,8.478,5.426
-11.281,-6.373,-19.967
2.62,3.487,13.327
-11.25,8.31,5.808
3.568,3.384,13.085
-1.151,-4.671,-5.994
13.589,-15.597,-15.866
-7.88,-16.783,-36.64
9.417,3.692,19.693
-4.878,14.685,27.181
-2.227,16.22,34.897
12.264,10.967,36.979
-4.789,-23.402,-47.861
-7.793,-5.746,-16.21
2.222,-3.596,-2.976
4.572,-12.943,-18.26
7.229,-8.227,-6.15
-5.431,27.693,54.27
-0.647,-14.658,-28.046
-4.766,-1.249,-6.059
23.097,0.156,29.169
1.138,2.72,8.832
-11.061,6.049,3.728
10.285,15.2,42.878
8.717,6.305,23.141
-1.85,-12.173,-22.896
-4.693,20.247,39.342
2.187,-5.224,-5.477
19.014,-1.655,17.941
-11.763,-7.087,-22.348
2.664,-5.256,-6.743
-14.174,19.904,27.445
16.104,-1.499,15.32
26.459,7.917,45.948
12.265,-0.414,14.655
11.801,-10.965,-8.211
4.854,-14.693,-22.228
0.608,8.233,20.7
11.814,19.603,58.123
-6.408,5.473,6.861
11.19,-35.138,-55.38
-3.933,1.313,0.512
8.027,8.489,29.012
-16.186,-12.831,-37.243
12.422,9.884,33.558
15.137,-11.699,-4.928
-3.0,3.623,6.812
-0.233,15.201,32.756
5.962,11.505,35.034
-11.436,-16.357,-43.006
5.893,12.168,30.444
-0.837,-3.302,-4.239
-3.159,10.24,20.613
-7.581,4.814,4.46
14.214,9.989,35.407
6.28,-5.54,-4.039
5.563,18.897,46.096
4.431,1.442,6.578
3.286,7.962,22.238
-12.431,0.813,-8.702
1.833,-8.117,-14.104
-0.937,-5.914,-10.385
-4.619,-0.954,-3.756
7.375,3.362,17.49
-0.085,-7.218,-11.15
5.155,5.206,19.602
31.905,-3.36,27.883
11.839,2.385,16.504
10.732,9.926,35.084
14.811,-10.307,-1.195
-0.036,3.75,10.325
-16.989,14.908,16.888
9.95,0.505,15.872
9.729,-5.328,2.684
6.997,8.424,28.546
12.045,7.948,31.83
-15.253,-2.695,-18.858
0.611,8.846,21.189
0.167,3.529,9.387
8.672,-2.597,6.606
-14.488,-3.865,-17.826
-5.132,9.45,15.212
4.374,-19.635,-34.241
18.964,-17.704,-12.785
-18.744,-8.896,-34.286
15.141,7.903,32.781
1.719,-2.917,-2.291
-10.352,-9.546,-25.088
-3.733,21.945,40.409
-3.102,-7.901,-17.343
11.128,-21.395,-28.296
-19.357,6.184,-2.714
-30.791,6.269,-16.802
11.932,7.428,28.857
-20.628,-6.325,-29.587
0.215,-1.386,0.372
-19.68,2.841,-10.305
13.649,-11.352,-3.768
7.72,-1.295,6.313
-0.572,-8.407,-14.11
-0.771,-15.076,-29.538
